Soll,Ist
5,4.98860327796998
5,4.985303325725612
6,6.005219860500163
5,5.01070812591365
0,1.3553007910343162E-5
9,8.96456983178898
8,8.00434631306073
9,8.998852308469536
8,8.005814181565418
4,5.109696684187877
1,0.9987190961949742
7,7.333844427378473
7,7.004391532381723
3,3.0122963157527627
5,5.046267958522346
1,0.9971138952535457
0,7.873161755197907E-6
0,7.901104199904062E-6
2,2.010265801527172
2,2.0085496394070472
7,7.005817527821718
8,8.006683934004043
2,2.007677331589797
0,7.620249473493859E-6
1,0.9952245650948925
2,1.9888506929157743
6,6.023135005688386
3,3.0082551029599633
3,3.0148083302332433
7,6.985446909196441
3,3.0004959544177066
3,3.012594377403505
4,4.17852284784883
6,6.007771507128989
6,6.008910195913759
6,6.001785332335338
4,3.99987684664659
9,9.00273300539146
1,1.0005807831186768
5,4.961505233985518
0,2.9718442128135673E-4
9,8.993244255505838
5,5.866077458703626
2,2.0040123128809038
8,8.005305660129881
2,2.151796674558105
0,7.349217878573047E-6
0,1.3482497944616889E-4
1,0.9967989465645112
7,7.007275039986026
6,5.997934827079173
3,3.0084303042241594
2,2.00433334028209
1,0.9972054713076216
7,7.000505078898059
4,3.992994431147332
6,6.003510671616611
3,3.002615206916251
1,1.0034923217219254
3,3.008391055055553
9,9.02221417003002
1,0.9970427340916226
7,6.999975677726252
6,5.988453813839378
8,8.001996759630995
4,4.792170288711456
3,3.0131368443661275
1,1.001307796007357
4,3.9978600843219168
0,1.6049969493850391E-4
5,4.866219426058532
3,3.0190018222217714
6,6.001653935747982
9,9.00309354230133
6,5.996569542469583
1,0.9998335684473435
7,7.003679882296643
5,5.008642053691322
4,4.016201254627355
4,4.030141510575923
7,7.006255625682027
2,2.0099730514237204
8,8.96880658025737
2,2.0038049544317915
2,2.0040179120741675
5,4.999473537468655
7,7.0835345823920095
9,3.6847043515077766
5,4.938415860568846
4,4.000880211677021
8,8.047203809679296
8,8.00539971962761
4,3.999271833609736
9,5.270348970901633
0,6.103606756402408E-5
8,8.03134085390521
0,8.257661412004305E-6
1,1.0198422699673528
2,2.0041300894796885
3,3.0304512868288285
4,3.993168655080016
5,5.002646272779218
6,6.012705616574264
7,7.0089319687428455
8,8.487845617855
9,9.00724191076138
0,1.3877823513784108E-5
1,0.9643658336426876
2,2.0096095157811393
3,2.996196720181544
4,3.995923464959606
5,5.036086393128999
6,6.006229572343616
7,7.6331797579265706
8,7.997085020761585
9,9.041297484885382
0,2.046188523593833E-5
1,1.001569297073857
2,2.0031171671575936
3,3.0050780810318822
4,3.9957558780790317
5,4.882064602244181
6,5.999810346603319
7,6.993936144436578
8,8.57276395665303
9,9.002977375517641
0,1.2154639361015595E-5
9,9.042215193476684
5,4.998858879598043
5,5.021147377233425
6,6.004581549656242
5,5.009096304438981
0,8.377936450424483E-6
9,9.013153777480714
8,7.988941255134123
9,9.132734747221694
8,8.004855820194068
4,3.9859706507742407
1,0.9676139843322524
7,6.993957009653701
7,7.001903824876656
3,3.0021306088354276
5,5.048293003840679
1,4.387049369891174
0,7.95429613921806E-6
0,8.22339947933778E-6
2,2.0059420405133626
2,2.0041726436687473
7,6.993868616600993
8,9.047558102160396
2,2.008293784761424
0,7.994510619384455E-6
1,0.8075587162332648
2,2.022418443865995
6,6.003725753959697
3,2.985364932038135
3,3.0033365554456926
7,7.004321355908203
3,2.9906973107864294
3,3.0026721015329816
4,3.9962690773722715
6,6.0058236208515385
6,5.995320062285316
6,6.002274298109538
4,3.9969111345744897
9,9.010694370478717
1,0.7896933514436899
5,5.114792776482693
0,8.346885016923776E-6
9,9.035851404733169
5,4.971688200953991
2,2.00522297379494
8,6.700327606115552
2,2.0046629778501033
0,7.944453196269873E-6
0,3.3364479240019265E-5
1,1.0199818016150624
7,7.027577100733918
6,6.008010748400698
3,3.006602696173077
2,2.0103320143269148
1,1.0124291866750632
7,7.032770566056819
4,3.9979697543431603
6,6.007365277024979
3,3.0037828637738833
1,1.001219489557223
3,3.001904100917346
9,9.003357691223945
1,0.8193937960494129
7,6.999484210744708
6,6.004573808087045
8,8.390015600273186
4,3.9965191785969334
3,3.016586860502572
1,5.212794078189164
4,3.9971415236523193
0,1.4422571800150296E-5
5,5.103906116934485
3,3.0009445261754846
6,6.01002026324686
9,8.968780031118989
6,5.999563254422471
1,0.7493547217364325
7,8.78364258657378
5,5.17338896708816
4,3.996147075413168
4,3.9976161465129865
7,7.005934944861796
2,2.003518479770512
8,9.127387309219873
2,2.003691363292937
2,2.0064345441414946
5,4.945475152531029
7,7.306592293630088
9,8.987013612621988
5,4.976339032822766
4,3.995921923970322
8,8.91361258074175
8,8.328930779144532
4,3.996607669513933
9,9.005922285818045
0,7.83571331391407E-6
8,9.017709568804026
9,9.016834570549165
8,8.11821354029063
0,7.895544035783479E-6
1,0.9954283958017931
2,2.0072483259941234
3,2.9926926615531424
4,3.9990540284552956
5,4.875925316328208
6,4.983243874000568
7,7.617968735287085
8,2.0930470136609105
9,7.420791117742123
0,1.1552508379067076E-4
1,1.015124770884047
2,2.0037793422781887
3,2.684673713836541
4,3.981665653314199
5,4.854613154260426
6,6.0067839852201725
9,8.974449082431951
0,7.928408797613737E-6
1,0.995997150458761
2,1.9327267914199036
3,3.001796525648182
4,4.011507879429509
5,4.97661706858109
6,5.710489792865976
7,5.482527450497877
8,8.058049829133154
9,8.999517024754498
0,1.3551338492175133
9,8.991644094363746
5,1.6774053206150352
5,5.009105163592493
6,5.984502015284044
5,4.918366918976936
0,5.6632507189154833E-5
9,9.30834114399755
8,7.838769628506105
9,9.133407305032993
8,7.992848141972388
4,3.999044074449593
1,0.9986615517611853
7,7.002052839974111
7,6.71582482702148
3,2.9912644231483405
5,4.809065436969337
1,1.0039166860365252
0,1.7201493095434368
0,3.4229535132413005E-4
2,1.7921851534187985
2,2.0040941327415704
7,7.227766652509155
8,8.0036100660291
2,2.00126644264943
0,4.308182741421404E-4
1,0.9797767099324584
2,2.0226207029522363
6,5.9920332875511795
3,2.713351776120303
3,7.2463300234184755
7,7.025048913158638
3,6.513367244484335
3,3.0878718688572278
4,4.010292426032999
6,6.001546884802166
6,5.915168579659368
6,6.005166839898044
4,8.162980719563079
9,8.925538642058683
1,0.9989013796610349
5,4.8446339881856915
0,8.073833984047166E-6
9,9.004754598310921
5,4.441132696972911
2,1.954170393165848
8,7.996491087570363
0,8.644326194301802E-6
1,1.00019484971466
7,6.985429181250812
6,6.007205024173246
3,3.0015218369768952
2,2.003200744154732
1,1.0027385881119053
7,7.024723777742236
4,7.283963751100723
6,5.981477738444302
3,2.9989564984225883
1,0.9976272202364117
3,5.2147129265523295
9,9.058920845449626
1,0.9991116221954445
7,6.874593362142026
6,6.005136050948807
8,8.005822912966035
4,3.998132040298126
3,2.992380918453193
1,0.9987568264714896
4,3.99438467765893
0,7.871976553713736E-6
5,5.108810348660339
3,3.004769901213396
6,5.852366278774773
9,9.009959701720513
6,6.209628417923062
1,0.9999084865915081
7,7.006046010574673
5,4.8720993396410055
4,3.996801369933904
4,4.448682280783951
7,6.997122149916947
2,4.003503508725189
2,2.005646120474742
5,4.983630369651693
7,6.991285846881939
9,5.475894756381091
5,4.908583659669285
4,8.178333495963413
4,3.999805896595806
9,8.057473297526865
0,8.236476189740085E-6
8,7.997206732944257
9,9.115226107451187
8,7.633482882268154
0,8.016343033352306E-6
1,1.0043383703845534
2,2.004552252864755
3,3.718577478203346
4,4.013795306721655
5,5.16024366165734
6,6.003819735093263
7,7.00690303828817
8,7.30765173399119
9,8.995239294377539
0,7.929353961669879E-6
1,0.9987914226559915
2,2.101631267771718
3,2.9063120960739175
4,4.000291992759691
5,4.8346987666061985
6,6.002641225059287
7,7.005863794918498
8,7.997100689948272
9,8.999691222418265
0,7.901635372470932E-6
1,1.011840586974762
2,2.0086722878183942
3,7.2285938428950764
4,3.995477885543308
5,4.660019636268318
6,6.000612960918147
7,7.008799717861834
8,8.141737766532524
9,9.00209255785397
0,7.865070346857825E-6
9,9.001117204833662
5,5.027303053559489
5,4.972506944456873
6,6.005475651291875
5,4.952806630605585
0,7.800695971653521E-6
9,9.022208902016525
8,8.00520719002108
9,9.002481910038577
8,8.004031906945826
4,4.000487030405252
1,0.9996841673932583
7,7.004832703991849
7,7.0041116951701525
3,8.219974036699693
5,4.9132111547174375
1,0.9681619046639349
0,7.806001270708818E-6
0,7.8751029784785E-6
2,1.893568261632548
2,2.0033029267761933
7,7.006135026755227
8,8.005744718239274
2,2.004976827355207
0,7.86958501068107E-6
1,7.4372009181760355
2,2.0458584121293573
6,6.002980407526955
3,3.0274280839272545
3,1.2173482562723352
7,7.172034076744223
3,4.268025461364041
3,2.9871108068056573
4,3.9997259129050677
6,5.9896535839504335
6,5.997064195434461
6,6.005063364203188
4,3.9987144648234283
9,9.002988556376808
1,1.9682746514629592
5,4.931620539984393
0,7.783705865907747E-6
9,8.997440915505193
5,4.990503000166441
2,1.2181067425625158
8,8.062397804622282
2,2.0072627817176896
0,7.818053145004599E-6
0,8.896541658576682E-6
1,1.002926208773851
7,7.080920794591158
6,6.0068459614663885
3,2.9945404786695917
2,2.0054494852896556
1,1.021077583165972
7,7.474818601265567
4,4.00342240152168
6,5.995872200672895
3,3.005956774723453
1,1.029541077499921
3,3.0041929050869083
9,9.003814601227623
1,0.9932323303930692
7,7.008042565648904
6,6.004032490329818
8,8.00238244059561
4,4.003562612038419
3,5.167596042771243
1,1.0085669718069008
4,3.9986362294978934
0,1.5042788711604822E-5
5,4.954938423979058
3,3.0036197152326096
6,5.966044635641813
9,9.00629978733386
6,6.001359109158643
1,1.006225420005909
7,6.852706259674552
5,4.9407299015280355
4,4.005859376350688
4,3.9980082716878735
7,7.003206319337032
2,2.0044677141490936
8,1.9403365527490446
2,2.002626085630385
2,2.0142783469286627
5,5.133132124353703
7,7.004014127043221
9,9.012866351203288
5,4.943859824980154
4,3.9968079833467014
8,7.966002581138836
8,7.161843463651286
4,3.996137999601191
9,9.004504662409975
0,7.880601495156108E-6
8,7.999788947988373
9,9.026595206458559
8,7.994623141921988
